182,St. Cecilia,https://www.yelp.com/biz/st-cecilia-atlanta?osq=Restaurants
183,Marlow’s Tavern,https://www.yelp.com/biz/marlows-tavern-atlanta-14?osq=Restaurants
184,Viva La Vegan,https://www.yelp.com/biz/viva-la-vegan-atlanta?osq=Restaurants
185,Superica,https://www.yelp.com/biz/superica-atlanta-5?osq=Restaurants
186,Tassili’s Raw Reality,https://www.yelp.com/biz/tassilis-raw-reality-atlanta?osq=Restaurants
187,Bambinelli’s,https://www.yelp.com/biz/bambinellis-atlanta-2?osq=Restaurants
188,Houston’s Restaurant,https://www.yelp.com/biz/houstons-restaurant-atlanta-7?osq=Restaurants
189,Tacos & Tequilas Mexican Grill,https://www.yelp.com/biz/tacos-and-tequilas-mexican-grill-atlanta-3?osq=Restaurants
190,Eats,https://www.yelp.com/biz/eats-atlanta?osq=Restaurants
191,Le Colonial - Atlanta,https://www.yelp.com/biz/le-colonial-atlanta-atlanta-2?osq=Restaurants
192,Hajime,https://www.yelp.com/biz/hajime-atlanta-3?osq=Restaurants
193,Fox Brothers Bar-B-Que Que-osk,https://www.yelp.com/biz/fox-brothers-bar-b-que-que-osk-atlanta?osq=Restaurants
194,Cafe Bombay,https://www.yelp.com/biz/cafe-bombay-atlanta?osq=Restaurants
195,Umi,https://www.yelp.com/biz/umi-atlanta?osq=Restaurants
196,The Southern Gentleman,https://www.yelp.com/biz/the-southern-gentleman-atlanta?osq=Restaurants
197,Taqueria Del Sol,https://www.yelp.com/biz/taqueria-del-sol-atlanta?osq=Restaurants
198,Sway,https://www.yelp.com/biz/sway-atlanta?osq=Restaurants
199,DAS BBQ,https://www.yelp.com/biz/das-bbq-atlanta?osq=Restaurants
200,Tamsung Thai Street Eats,https://www.yelp.com/biz/tamsung-thai-street-eats-atlanta?osq=Restaurants
201,Industry Tavern,https://www.yelp.com/biz/industry-tavern-atlanta?osq=Restaurants
202,Max Lager’s Wood-Fired Grill & Brewery,https://www.yelp.com/biz/max-lagers-wood-fired-grill-and-brewery-atlanta?osq=Restaurants
203,Stone Bowl House -Woo Nam Jeong,https://www.yelp.com/biz/stone-bowl-house-woo-nam-jeong-atlanta?osq=Restaurants
204,Meatballerz,https://www.yelp.com/biz/meatballerz-atlanta-5?osq=Restaurants
205,Lips - Atlanta,https://www.yelp.com/biz/lips-atlanta-atlanta?osq=Restaurants
206,Rock Steady - Atlanta,https://www.yelp.com/biz/rock-steady-atlanta-atlanta?osq=Restaurants
207,PONKO Chicken,https://www.yelp.com/biz/ponko-chicken-atlanta-2?osq=Restaurants
208,Bocado,https://www.yelp.com/biz/bocado-atlanta?osq=Restaurants
209,Salaryman,https://www.yelp.com/biz/salaryman-atlanta-2?osq=Restaurants
210,Nino’s Italian Restaurant,https://www.yelp.com/biz/ninos-italian-restaurant-atlanta?osq=Restaurants
211,Palacsinta,https://www.yelp.com/biz/palacsinta-atlanta-2?osq=Restaurants
212,Pappadeaux Seafood Kitchen,https://www.yelp.com/biz/pappadeaux-seafood-kitchen-marietta?osq=Restaurants
213,Howell’s Kitchen and Bar,https://www.yelp.com/biz/howells-kitchen-and-bar-atlanta?osq=Restaurants
214,Bun Mi Vietnamese Grill,https://www.yelp.com/biz/bun-mi-vietnamese-grill-atlanta-3?osq=Restaurants
215,Bellina Alimentari,https://www.yelp.com/biz/bellina-alimentari-atlanta?osq=Restaurants
216,Ray’s in the City,https://www.yelp.com/biz/rays-in-the-city-atlanta?osq=Restaurants
217,Ecco - Midtown,https://www.yelp.com/biz/ecco-midtown-atlanta?osq=Restaurants
218,Bangkok Thai Restaurant,https://www.yelp.com/biz/bangkok-thai-restaurant-atlanta-3?osq=Restaurants
219,Haven,https://www.yelp.com/biz/haven-atlanta?osq=Restaurants
220,Pho Dai Loi 2,https://www.yelp.com/biz/pho-dai-loi-2-atlanta?osq=Restaurants
221,Gio’s Chicken Amalfitano,https://www.yelp.com/biz/gios-chicken-amalfitano-atlanta?osq=Restaurants
222,Gino’s NY Pizza Bar,https://www.yelp.com/biz/ginos-ny-pizza-bar-atlanta?osq=Restaurants
223,Nicola’s Restaurant,https://www.yelp.com/biz/nicolas-restaurant-atlanta?osq=Restaurants
224,Murphy’s,https://www.yelp.com/biz/murphys-atlanta?osq=Restaurants
225,Hsu’s Atlanta,https://www.yelp.com/biz/hsus-atlanta-atlanta?osq=Restaurants
